"","GSM1030156","GSM1030157","GSM1030158","GSM1030159","GSM1030160","GSM1030162","GSM1030163","GSM1030164","GSM1030165","GSM1030167","GSM1030168","GSM1030169","GSM1030170","GSM1030171","GSM1030172","GSM1030173","GSM1030174","GSM1030175","GSM1030176","GSM1030177","GSM1030178","GSM1030179","GSM1030180","GSM1030181","GSM1030182","GSM1030183","GSM1030185","GSM1030186","GSM1030187","GSM1030188","GSM1030189","GSM1030190","GSM1030191","GSM1030195","GSM1030196","GSM1030197","GSM1030199","GSM1030200","GSM1030201","GSM1030202","GSM1030203","GSM1030204","GSM1030205","GSM1030206","GSM1030207","GSM1030208","GSM1030209","GSM1030210","GSM1030211","GSM1030212","GSM1030213","GSM1030214","GSM1030215","GSM1030216","GSM1030217","GSM1030218","GSM1030219","GSM1030220","GSM1030221","GSM1030223","GSM1030224","GSM1030225","GSM1030226","GSM1030227"
"AKT_UP.V1_DN",-0.413180038874648,-0.108739268011234,-0.581865856913033,-0.41272146917517,1.0795721402048,-0.309721084248244,0.376219539844036,-1.06388184593326,0.154748770273816,0.551002756614115,-1.08513261103139,-1.32912781631204,0.175019780109,-0.996101838638225,-0.946493029995563,-0.0827928115796369,0.173907172765413,0.0937148990285155,0.488799143359203,-1.71664475066755,-0.467788485059873,0.844685405647221,-0.358390811111196,-0.427307109471033,-0.105472560700272,-1.32384717197404,-0.542359573728235,-1.46874586127685,0.299454843774383,0.156531782375224,1.72240587508974,-0.0420170884594148,-0.0369247069970177,0.774963359401132,-0.326478885317506,-0.242713309978754,-0.51654805178182,-1.96828679140571,-0.0690828359024505,0.26408534319576,1.38200879805558,-1.36453681636368,-0.408905645978774,0.165074378836359,-1.19304967217214,0.436438123227683,-0.416845449991698,-0.212577085516883,-0.486372571949331,0.824271014572673,-0.455355338480398,0.643231359763051,0.233644776563025,-0.561744303832612,-0.677991613185347,2.24170817380617,0.604410533307457,-1.76859138407759,1.85549887441421,2.24486239102748,1.5131199933055,1.15335873798951,2.68793750437105,1.3476600751705
"AKT_UP.V1_UP",0.0436022750053192,0.981268731872203,0.717118835373289,1.10449378055166,0.666845871954993,0.514395641024175,-0.302224212236814,-0.204637753138159,-0.298794650433423,-0.325732747191262,-0.837601920765945,0.728057835861707,-0.119842526346029,-2.24021831378391,0.707791609793376,0.69719223247034,0.377154696095994,-0.143262794758106,0.923197660174987,0.28312014673158,-0.10841033097738,-0.661823314434595,0.294725199020003,-0.550446303563432,0.682890312067817,-2.24993258541013,-1.25091197595946,-0.258601311941561,-0.403378727496742,0.445909317045132,0.859258832009203,-1.4319674612977,-2.39469873039988,0.52968703589604,1.16030406321737,1.51585281053081,1.63692825301602,1.12981462867986,0.840286123396923,0.568507044147455,1.03283237403553,-0.0065767946601411,0.176487265193216,1.26159581723748,1.00208036294453,-0.677957452160017,0.958026356653497,1.17111146506104,-0.695033769090622,0.195756016948596,0.751445315688128,0.52519601938651,0.798261420832718,-0.127307320933059,0.543822499666124,-2.45609992503243,-0.468985117580675,-0.98051034721796,-1.42064096158866,-0.133315508332052,-1.50256134899298,-1.82281946344051,-0.926137237284741,-0.824586943135256
"AKT_UP_MTOR_DN.V1_DN",0.112099851439138,-0.620648088091772,-0.479298263298433,-0.214333947033015,1.18944799272052,-0.452264108963361,1.45144562214954,-0.693690907597453,-0.200397183216396,1.16438815969505,-1.8861858908627,-1.41518222529262,-0.330238939230711,-0.103396385031571,-0.585755370967532,0.407345144976043,0.345006976216251,0.103760543486267,-0.0659572000320158,-2.05897505867539,0.2092927097623,1.00197815158824,-0.318833064961603,-0.168636352748148,0.875205609856603,-1.71964825445015,-0.635132265497398,-1.74802778697906,-0.214838285548561,-0.0813851005422169,1.36644635033165,-0.0475416378710944,0.0893877360940914,0.522080325309888,-0.0390123444606686,-0.211684438983802,-0.601155726424219,-1.18225820181752,0.369039357471518,0.495292747273837,1.03303474894107,-1.86180081725761,0.0366987286121841,-0.06837319385628,-1.421099677726,1.10522166114965,-0.407413115369502,0.0998808972243671,-0.0212119414399999,1.3410576278784,-0.432730335559983,0.0280010714928995,0.118685934130581,-1.33702274343626,-0.588769822904557,1.5383043486498,0.304722686249906,-1.98238627613648,1.37170382565819,2.04813592163708,1.30237136017839,0.806065538779888,2.33746533839318,1.02171798491759
"AKT_UP_MTOR_DN.V1_UP",-0.319110308940672,0.865342189688784,0.133573880498883,1.32926545755654,0.886768375186,0.548692805249829,-1.0438167780373,0.413212063425429,-0.520237267540103,-0.166879104532336,0.0725899952611548,0.517007408746348,-0.104815857218121,-2.76929801638401,0.169538386008787,0.300006038264371,0.102350135730647,0.0190719050890464,0.804705179178102,0.080026026776768,-0.693861619673966,0.0956824715974707,0.37119187497737,-0.475874877065665,-0.0650631081234067,-2.58153770910329,-0.796608092635162,-0.844070221838501,-0.935720345443897,0.715963192067683,0.456129910682643,-0.770772173828397,-1.76785744530774,-0.118715162469875,0.812470889727968,1.49554230381256,1.46459785035764,0.859525182211482,0.869572387060025,0.194506110352685,1.44602757862008,-0.838107774672888,-0.304402440786152,1.79134668861537,0.923596875262274,-1.33244759511213,0.704491041427966,2.16174114504101,-0.951482269973229,0.729652022197691,0.651241782896893,1.29715046383163,0.982795205431119,0.470777263546855,0.350013612357561,-1.56748581317151,-0.744739028641966,-1.65432841739597,-0.853162189592153,0.0939292559201065,-0.992320559088423,-1.14974813977547,-0.817538546482286,-9.40918221582438e-05
"ALK_DN.V1_DN",0.934939728414402,0.897313368246084,-0.110840502022486,0.982744741566048,0.488384284231382,-0.538873597926497,-0.693391752643396,-1.49175673353623,1.71093468778279,-1.27703948382992,2.34408743116804,0.311498696448198,-0.284855783679872,-2.3371561159885,0.246165414505959,-0.0666790792687543,0.190367673165598,1.42522378351152,0.193443418432288,1.44222896575762,-1.45127647359617,-1.80918647045048,0.208779562567073,-0.157620679198576,0.796889370004687,-0.752975699283304,-1.52610546177567,-0.0780263861877002,-0.159485567710142,0.395047401921374,1.44780475221356,-1.44820454200492,-2.75280233455699,-0.926555158170612,1.3592951104888,0.588666588903379,-1.86994749884712,1.12380494792038,0.343552729403243,0.297224573407007,0.635535697195405,0.123340611148427,1.02688440598346,0.488080693275974,0.00212817173122882,-0.247021186246138,0.281302505573431,1.13043363998152,-1.44412828820731,0.0212360745413291,-0.0242351282305596,0.100340846440273,0.63777052416319,1.01989403260078,-0.814265328177696,-0.335266732644107,-0.1344834656262,-0.383388677275012,-0.188182181605101,0.33790856331552,0.500621958505577,-0.307596179290792,-0.141305571719593,-0.281222894815685
"ALK_DN.V1_UP",0.41435961273423,-0.118002253997908,-0.898125990100723,0.178969446866731,1.76825501949221,0.290029283301286,-1.08408633133774,2.12695398450479,-0.782986149548762,-1.0635410883723,1.71411382889872,0.579754568145775,1.98586144738498,-2.36929919367247,0.294962619140216,0.0232208215114999,0.491049089817986,-0.470662476061282,-0.863250472715336,-0.779105460813891,-1.8626521114319,-0.206875658836366,-0.597771231834001,1.02299004482115,0.222465951672119,-0.421375467540913,-1.2510033793357,0.459192885336345,-0.102337282471671,0.594040900707414,0.00980259516578337,0.136148399104182,-0.784290676537632,0.450950985677911,0.81778424794963,-1.23643623433793,2.20445519486207,-1.20419814849299,-0.622928821760006,0.325441014480915,-0.267533684230687,-0.98787195365512,-0.928195407266596,0.85422444112025,0.967178216679562,-0.302453572287869,0.35592568664299,1.03125973526102,-0.276826306054514,1.77901389490729,-0.257263786735471,1.00055239184383,-0.0797459390151916,0.232207212137063,-1.26809390049797,0.0482033945152872,0.396517406583155,-0.665503787981884,0.132550148867398,0.413428854624879,-2.09515679594349,0.831897224921422,-1.31807938947176,1.01189240266001
"ATF2_S_UP.V1_DN",-0.477922707416602,0.0417732404454041,-1.19479459576846,-0.285083228726594,1.23932930921545,0.0178501409601535,-0.174942743540026,-0.0678016171137423,-0.553418519983862,0.159585710035221,-0.8523913611109,-1.20266472692185,0.326869350100925,-0.99536859635476,-0.904033146705786,0.320804512672681,-0.0746272838214022,0.111903890103954,0.0690011783285168,-1.97542333986804,-1.41204922508212,1.37307881378746,-0.619004555596149,0.338476547060289,-1.21973692115128,-1.15291065130075,-0.215480592487416,-1.51443218348388,0.0856781545030527,0.318835385119569,1.6607197856046,0.261116861697561,0.506026848826697,0.609359040872493,-0.131267190923238,-0.15944111376774,0.486384521975499,-2.37698238478567,-0.52554374711343,-0.0814003606182697,1.53016500049513,-1.59716321678713,-0.86579717299397,0.497600166058096,-0.343520115047084,0.666986732619328,-0.352178535140347,-0.266857845908011,-0.24693672312392,1.40840244805561,0.614410470348085,1.61587051088833,-0.254349537925804,0.668269782476875,-0.672509507240121,1.92556105522526,0.428963310022813,-2.08260994814022,1.26367575258582,1.66713172245295,0.208122858416322,1.23391148597011,1.49376706352752,1.6990117454968
"ATF2_S_UP.V1_UP",1.51664817794245,0.39541372774446,0.256003346216129,2.14130945951498,0.474126705471327,-0.020077853366416,-0.15761686056476,0.49148176668356,-1.62509628040936,-0.341628293921022,1.411355472264,0.132356489996226,-0.200611289824086,0.711366280734313,0.579619954983242,0.998868427314993,-0.485859636792718,0.935762892368707,1.01377569661398,-0.0899933782606847,-0.0482686049243527,0.010074515455049,0.468368407824468,-0.142259288746874,0.886510511299023,0.886490488303775,0.30489838480665,1.04288622633903,-0.558537591960352,1.36728669874094,-0.381074580018875,-0.88196656166082,-0.867407560342295,-0.593467826162403,1.1783432685737,-0.955068304118823,0.539479324523301,-0.958219029739671,-0.210447420089647,1.43029072029012,0.183532697961556,-0.532911898494233,0.105055654564085,0.486460681621317,0.911161836618382,0.690111836766885,1.03651397169592,2.23187118317525,-0.392962422791637,0.654114954886189,-0.243043996991074,-0.364584405198779,-0.925351032940872,-0.732883579549813,-1.29345023065743,-2.26867258967631,-0.667993327946095,-2.69580934765235,-0.511476138098579,-0.939794930437979,-1.92939574216465,-1.05662777322713,-0.803853748883692,-1.59512823568023
"ATF2_UP.V1_DN",-0.281918915934783,0.296914474654111,-1.69801516643055,-0.145608105442685,0.875062837417587,0.0497487636048001,0.33954634650214,-0.0170882057880047,-0.363492160373085,0.240072766856711,-1.39919444418916,-1.20395190986931,0.221571304899448,-1.26079513789722,-0.497776974970863,0.346817513550907,-0.557049791292551,0.319287988285922,0.256357238950858,-2.03570832940202,-1.05545900227182,1.28178190955242,-0.654807441955855,0.166818930248234,-0.783378563171735,-1.24667778067192,-0.341675366731948,-1.71365317047934,-0.2456838890153,0.472246482551151,1.5404356699041,0.302163679207992,0.228574986725593,0.325684758320914,0.201209219880443,-0.521499130484391,0.914229443082919,-1.77395998256274,-0.490837869512875,0.163630502825019,1.3572139273463,-1.98620081186635,-0.776599751520921,0.700594822038149,-0.620304197116772,0.770145040130659,-0.232222188026947,-0.310974994419537,-0.591794371015271,0.924047363155357,0.791281643834019,1.46184355571762,-0.447426435349329,0.431667574601376,-0.436649150565945,1.75634516447039,0.426066460752084,-1.97946235989816,1.44767335988089,1.49926665744922,0.619814845537103,1.20864319538996,1.96557299123552,1.76753417966746
"ATF2_UP.V1_UP",1.88575548525236,0.901541464071741,-0.435818523315648,0.596346792780753,0.231863165550509,1.21641021286769,-0.796568099648906,0.23998538416123,-1.22150477065419,-1.34263083646952,3.68458420655791,0.602528233763698,-0.241199150903112,1.04374602639509,0.571686767427033,0.709289926874381,-0.289674242091303,0.614274186217701,0.110867938487194,-0.501140018570343,-0.246838977643826,-1.06078229326317,1.31821625426159,-0.509775529406474,-0.00911501146434358,0.841328789286944,-0.364482935531169,1.31810880722883,0.0877602569590374,0.769008993047773,-0.231266856563316,-0.70929302788668,-0.63598166552915,-0.00974622706174485,0.39039831456775,-1.12246162098401,-0.0463561429109302,-1.26833703954692,-0.457100163400858,1.7380667370606,-0.990220889232515,0.325536270527155,0.520528083240094,0.105830828529551,0.517451692856083,0.859385702719782,1.30137688517129,1.3426076783257,-0.109268316429943,0.731720556097003,-1.32934318740017,-1.03911550926282,-0.803242750080554,-0.415305684591929,-0.376204870078013,-1.54984847495336,-0.203602991532058,0.545967489298707,-0.463865557720831,-0.981742912951949,-1.91368427905406,-0.526626068040742,-1.43955044603247,-1.48047805937814
