"","GSM1030292","GSM1030293","GSM1030294","GSM1030295","GSM1030296","GSM1030298","GSM1030299","GSM1030300","GSM1030301","GSM1030302","GSM1030303","GSM1030304","GSM1030305","GSM1030306","GSM1030307","GSM1030308","GSM1030309","GSM1030310","GSM1030311","GSM1030313","GSM1030314","GSM1030315","GSM1030316","GSM1030317","GSM1030318","GSM1030319","GSM1030320","GSM1030321","GSM1030322","GSM1030323","GSM1030324","GSM1030325","GSM1030326","GSM1030327","GSM1030328","GSM1030329","GSM1030330","GSM1030331","GSM1030333","GSM1030334","GSM1030335","GSM1030336","GSM1030337","GSM1030338","GSM1030340","GSM1030341","GSM1030342","GSM1030343","GSM1030344","GSM1030345","GSM1030346","GSM1030347","GSM1030349","GSM1030350","GSM1030351","GSM1030352","GSM1030353","GSM1030354","GSM1030355","GSM1030356","GSM1030357"
"AKT_UP.V1_DN",-0.459390245048519,-0.00866441657316855,-0.818207190923,0.81406575305207,-0.439970785314872,0.954210302062191,-1.10697081485151,-0.477931165909793,-0.208425423587735,0.517759307528672,-0.117174828421722,1.03868906716707,1.91631743199063,0.258332194543197,-1.11590967245985,-0.906704828869488,-1.00648578733282,0.107460207144142,-0.576489384101363,0.0846964329118311,0.604271715138576,0.540391242091809,-0.996031702284516,-0.59366624214702,0.151577427039388,1.26017967876045,-0.58148201243394,1.88847577674868,1.77242168456154,0.132148594351755,0.894340023921923,-1.71127283528378,1.37552639046556,-1.10865033775927,-0.851451944892574,-1.0683791344211,-0.41325078127759,-0.295863035664883,-1.99056588637776,-0.344886826833231,-0.15069852474756,-0.763693375609417,-0.733733478964592,-0.503785755285441,-0.174410393273958,1.57301894634983,-1.39556942847908,-1.09430945268923,0.156586076172011,1.25618250258045,-0.380233719344423,0.292331588590728,-1.14793843704348,0.790331469190436,-1.24823334038921,0.554966221014721,0.230729625042647,0.634626669344152,1.70607513913336,0.607414245769337,2.67730547592876
"AKT_UP.V1_UP",-0.020931576266983,1.29536696840698,-1.18328375861045,-0.12469272265071,0.592464517051345,1.78389888495343,-0.155991327555113,1.13195586551083,-0.518074333227374,0.8960071829965,-0.590942837203793,0.492619361765047,-0.949873058728146,-0.152194065326965,1.61305231714734,1.01137071843865,1.21075622390366,0.279280855872969,-0.377431812363235,0.309147360208007,-0.254103182428258,-0.664578593983612,-0.0244107707962255,1.27479186881571,0.263620942342093,0.274668019183785,0.318440491730364,-0.826368573144153,-1.59942569543984,-0.28242637894851,1.13096477575212,0.593335958315637,0.895589424768771,0.269935913700131,-0.48096300281741,-1.21955175957762,1.25286749619048,-0.185877279816947,-0.733730404395634,-0.0692491665892161,-0.339792054991148,-0.0265780705862875,1.02164666059419,2.66914428738878,0.721752269596965,0.776327347381789,0.313896491068964,-2.61496592769748,-0.419015817996026,-0.169271255612694,-0.43116489998837,-0.344315333697052,0.133385660420594,0.0503859109778425,-0.527539744470192,-0.402163904502697,0.254422824726777,-1.88760888230903,-2.67089329713074,-0.749738011307615,-1.83394909905022
"AKT_UP_MTOR_DN.V1_DN",-1.08976844871597,0.50738963446345,-1.41292774969805,0.784477120066139,-0.662695070707259,0.380399345488162,-1.24602106250066,-0.533090024183624,-0.535450910052289,0.266790119750767,-0.0279259437956183,1.07902384385556,2.15404130121407,0.975553332482915,-1.70537956826293,-1.41713027543515,-1.39443242440993,0.764720983531852,-0.41963377090962,0.79408417206255,-0.273849633812827,0.330811408667281,-0.443868859553808,0.0965179907229741,0.720370455247696,1.09184874423326,-0.715855063393233,0.969680438904338,1.6602870794263,-0.0132386576852656,1.67383889523647,-2.09029305056243,1.02556773447127,-0.552446970176021,-0.486417926613845,-0.676528172354151,-0.712952647564423,-0.0328233384226898,-1.19468746411396,0.102971208613602,-0.372328022183796,-0.239669467643884,-0.513366734961901,-1.20075698263926,-0.162829620083146,1.88161950531873,-1.09374878915032,-0.944871067463522,-0.262050707747762,1.71680517793447,0.244597717618733,0.925938216401135,-1.01716104470313,0.595934953723096,-0.973061004297889,0.87703494985078,0.276332700956613,-0.115733678269909,0.873097148441936,-0.473262857453183,2.2365228308373
"AKT_UP_MTOR_DN.V1_UP",-0.567447174035782,1.4622623475341,-1.22858682857909,-0.231851056847477,0.148755176799645,1.11653682424137,0.314226576482857,0.454897982802766,-0.34491997800319,0.751763664565204,-0.633013439658065,0.398507106063851,-0.441557072720342,-0.238456456086324,1.83362754199632,1.21356422915336,1.66413975024846,-0.028481643973818,-0.0628112023028675,0.09598941803844,-0.0735181200520294,-0.762401141449102,0.641122590825637,1.24427275604861,-0.174593529950304,0.868570917324466,1.02323435310092,-0.936848024919667,-0.901872797052507,0.258183239234291,1.53876901188406,-0.129554757335964,2.08835195600912,0.0194961865722167,-1.29148169437078,-0.93311533821879,0.278255086474293,-0.138521393583316,-1.68881034136404,-0.339545127041568,-1.07150617632717,-0.19355924380162,0.475306426228578,2.56069368696745,1.40649033372085,0.1342024790371,0.914805939181598,-2.3421091348566,-0.576438822476269,-1.18921561643666,-0.244702505738445,-0.0728487011971421,-0.178672003800002,-0.306368692664268,-0.84201368449827,-0.363556583000399,0.763738465304838,-1.25583489187928,-1.76826877919892,-0.734927258492475,-1.38235483392784
"ALK_DN.V1_DN",0.151185801511032,0.381045184558484,0.409804222360292,0.145013733613047,-0.537487104643941,-0.688863689197077,-0.437068440748717,0.72905120706388,-0.624160802187214,-0.597941684491563,-0.0846598586333207,0.996159643685583,0.527054273618154,-0.829848521045957,1.6319436698363,1.78830680630642,1.24717314139385,-0.374094016897763,1.29205746757119,-0.932733279284345,0.677423889648564,-0.10553987811915,-0.39574496026322,0.564733411693178,-1.34488179693611,-1.31442164248922,-1.27504368273783,1.38830430154128,-0.553578736548023,-1.55601447865347,0.382123946925018,0.770323636223232,-0.586201147771226,-0.143092191071338,-1.85240483291671,-0.486577801133859,0.364890990527739,-0.269279981138559,-1.23124511664233,-0.021763035121579,0.569741244293887,0.756091052723373,-0.218005695615033,2.58115959085538,0.371432856038479,0.0278164143116237,-0.872374760180745,-1.03865641541082,1.11118639714936,-1.71519001796609,0.0702147073161706,-2.56555725377489,-0.775697606353206,2.16238104761132,0.498368270581674,0.954996907473725,-0.578669576447158,0.319134271089425,0.899999523046024,-0.0036859123855033,0.241366306238266
"ALK_DN.V1_UP",-0.308377687108802,-0.33158970608653,1.60805379570579,1.54636722114685,-0.565339261020531,-0.657961717504808,1.87083700094001,-0.884909063335035,0.2921067705132,-0.414680610491845,-0.3161964714545,0.61143223482268,1.0437567724824,-0.807030585282945,1.50883777054496,1.51978293065,1.50098203729367,-0.0583466074056321,-2.28262689263193,-0.914382404359723,0.90628126935522,-0.155012009990188,1.92439002471545,1.39955939262748,-0.787877650461972,-0.790899703181407,-0.413545606082884,0.0437097546046513,1.49227482996415,0.201620890517553,-0.120925594485888,-1.91015200079325,0.388719665062589,0.346802185904335,-1.23416133208819,1.06786431799609,-1.71705277112046,-0.645795527909508,-0.278205777260291,-0.425495690578285,0.298101922827066,0.995982204508391,-1.20926020518125,-0.582096086947155,-0.789645404594853,0.627259794091676,1.35683887872989,-0.953835095443621,0.521059005873294,-1.04401273629375,1.34658115969803,0.539945440327519,-0.870662118134109,0.274516731741491,-0.714575581421829,0.183856669705815,-0.618368733324592,-0.909567022559929,-0.154568012450016,-0.969899616221598,-0.580465389142943
"ATF2_S_UP.V1_DN",0.203657032650342,0.321720531633028,-0.892739764555303,1.69984790245612,-1.06356336501574,0.116994199813869,-0.966553937770847,-0.675449566244493,-0.63046590130871,0.348735653014473,0.120649360047787,0.607365327364033,2.20124925288659,0.276114791746483,-0.342129319675386,-0.256200101375153,-0.290487394691783,0.123897285228093,-0.726299705279373,0.286109638344755,0.953999698542685,-0.0522390629747182,0.137933589085408,-0.0608887304337741,0.446009449024762,1.30445969653069,0.689180392046213,1.20717216094503,1.56637074681131,-0.224242967071618,1.22861471535554,-1.89435705063974,2.18086114329202,-1.3642477396911,-0.613993142887025,-1.78558603918671,-1.44701528670422,-0.436564982709702,-2.12667594090345,-1.35523633150956,-0.131937877789848,-0.59280220947766,-1.06330425211117,0.0243647420977144,-0.337767375414818,1.14567236077637,-0.679586758882722,-1.18750547007411,-0.331322223924335,0.667684970134828,-0.986760159859443,0.112111189757151,-0.593430295444506,0.754921522232202,-0.988745763880779,0.518438028849126,0.900498423898228,0.126398842869271,1.08216920019712,0.522084215857458,2.2228126539991
"ATF2_S_UP.V1_UP",-1.32065422126931,1.70044923644444,-1.045019558157,0.48998050689733,0.00598977050350361,-1.17517871269874,1.73910645410196,1.06832063129155,0.283326825936846,0.309868482256748,-0.381852388356877,-0.440434113793149,-0.698720632595127,0.687010809057379,2.34143777470005,1.86829026178461,1.58122465955526,0.476808819707683,-1.68997750015111,0.334908236775154,0.0807989101253575,-1.61147200741633,0.989536927295477,0.951949507537326,-0.21496031178743,-1.50980316096956,0.219888839333175,-0.848910299916347,-0.033796675319011,0.447133760872934,0.928602690862458,-1.06094981623373,0.0667636919763965,0.727176875162604,-1.19350389636372,-0.144951324267011,-0.232585739715044,0.533511801792553,0.145241591357032,-0.308828109951802,-0.39731436806504,0.158457900737697,-0.665366293060847,1.16649793871711,1.84023784452708,-0.0726312814664199,0.850160578496133,0.0190121890558495,1.52776959015329,-0.574743395719334,0.756161561573763,0.391383613209348,-1.35927192261498,-1.56743255435111,-1.15795365186819,-0.610684038974439,-0.207755794279923,-1.38503875076262,-0.69415157987739,-0.963470914364343,-1.11959526743215
"ATF2_UP.V1_DN",0.286463791503068,0.182431315784828,-1.4803814021173,1.39981803609794,-0.890752966491315,0.299294587509273,-0.905027319082505,-0.896282577314186,-0.875024083550896,0.135552780605631,-0.0336400919489507,0.416896728202112,2.10742639579797,0.0141534391935516,-0.627828851492002,-0.812419853042125,-0.563661998038351,0.231265017299522,-1.07796444812852,0.321854879461031,0.910070401640729,0.147540591310597,-0.0533150221541654,-0.164259249666461,0.963194057311046,1.15616564681899,0.510125804309006,1.60015842101481,1.14310632687767,-0.452416066528938,1.56497965712234,-1.51737978375193,2.02183932429494,-1.28662313244382,-0.228496010586942,-1.59435964885823,-1.64000299257472,-0.318968575981495,-1.90918952373139,-0.934578488749006,-0.268401909530831,-0.655365023706503,-0.494393300298761,0.303668410985108,-0.361253077195522,1.18689157247184,-0.58225465957534,-1.27491293096479,-0.139647162040614,0.998011677277701,-0.93828332866774,0.124377407230556,0.400204132507755,0.386980162851192,-1.53814728481263,0.84035907203347,0.858368298383036,0.362025781281693,0.94784529754107,0.290941186118822,2.40322056218866
"ATF2_UP.V1_UP",-0.377205492757942,1.11336896792831,1.18424106064179,0.0587730483021739,0.443383349938955,-2.15845157460172,0.865213809659618,0.906450926429002,0.646488393508436,0.421755772786535,-0.587445424835663,1.20825400017125,-0.430291690472199,0.160409742100233,0.954872278535679,1.49017804766591,0.770348895576071,0.159681574155048,-2.17126144970673,0.0818481093528702,0.925606446384291,-0.993478866619804,0.8085919207022,1.38438498152179,-0.459779321359549,-1.62783646610288,-0.336014108368877,-0.823390177066945,0.0608456764175617,0.21799837860113,0.233951216760907,-2.20343563259989,-0.811803682026426,0.482991965444948,-0.520357453247851,0.118329231825613,-0.265481242400653,0.452723414743867,-0.354497649216151,-1.74398170683167,0.60951835319715,0.715880390504475,-0.50726459863714,0.814952439993238,0.910555041478989,0.666834561404429,-0.388248839020545,0.122748341706616,1.27753532643881,-2.17291385947801,1.31755769848152,0.327619350423326,-0.673738538176011,0.946417120251643,-1.64776885480471,0.525281997411777,0.0363881975074713,-0.814485112471488,1.35111189714259,-1.60380962448045,-1.10015055981292
